,blast_id,user_id,date,video,sport,action_type,gender,equipment,thumb,handedness,is_air_swing,back_stroke_time,forward_stroke_time,total_stroke_time,tempo,impact_stroke_speed,back_stroke_length,loft_change,backstroke_rotation,forward_stroke_rotation,face_angle_at_impact,lie_change
0,69c7381e-7c66-4722-9cea-9e99054faef5,529228,"February 26, 2026 / 12:25pm",,golf,putt,other,Putter - Spider Tour Silver Dbl Bend,/img/metric-thumbs/thumb-golf-other-putt.png,,0,0.60,0.30,0.90,2.0,2.2,5.8,1.1,2.5,2.1,0.4,-1.1
1,70e00718-909a-44fa-bccd-703c0a916cae,529228,"February 26, 2026 / 12:24pm",,golf,putt,other,Putter - Spider Tour Silver Dbl Bend,/img/metric-thumbs/thumb-golf-other-putt.png,,0,0.55,0.30,0.85,1.9,2.5,6.2,1.3,2.5,2.3,0.2,-1.8
2,726b3c2a-295b-45f5-9fcc-08e289252919,529228,"February 26, 2026 / 12:24pm",,golf,putt,other,Putter - Spider Tour Silver Dbl Bend,/img/metric-thumbs/thumb-golf-other-putt.png,,0,0.58,0.31,0.89,1.9,2.4,6.0,1.5,2.8,2.3,0.5,-1.9
3,f4078e85-a535-4834-884a-c8873fd75edf,529228,"February 26, 2026 / 12:24pm",,golf,putt,other,Putter - Spider Tour Silver Dbl Bend,/img/metric-thumbs/thumb-golf-other-putt.png,,0,0.53,0.31,0.83,1.7,2.4,6.1,1.1,3.0,2.6,0.4,-1.6
4,31431860-5cfe-483f-aab5-5c6841da7363,529228,"February 26, 2026 / 12:24pm",,golf,putt,other,Putter - Spider Tour Silver Dbl Bend,/img/metric-thumbs/thumb-golf-other-putt.png,,0,0.54,0.30,0.84,1.8,2.4,5.8,1.4,2.7,1.9,0.8,-2.1
5,f6ef9e57-8fbb-4803-b98d-9313390e2892,529228,"February 26, 2026 / 12:23pm",,golf,putt,other,Putter - Spider Tour Silver Dbl Bend,/img/metric-thumbs/thumb-golf-other-putt.png,,0,0.58,0.32,0.90,1.8,2.0,5.9,1.0,3.2,3.3,-0.1,-1.7
6,5e396b8f-371e-4919-aa8b-c46e2e90b590,529228,"February 26, 2026 / 12:23pm",,golf,putt,other,Putter - Spider Tour Silver Dbl Bend,/img/metric-thumbs/thumb-golf-other-putt.png,,0,0.53,0.31,0.84,1.7,2.3,6.0,1.8,2.8,2.7,0.1,-1.5
7,a095d0d1-4ed6-4efa-af2d-0148b67ea45d,529228,"February 26, 2026 / 12:23pm",,golf,putt,other,Putter - Spider Tour Silver Dbl Bend,/img/metric-thumbs/thumb-golf-other-putt.png,,0,0.55,0.32,0.86,1.7,2.2,5.7,1.3,2.5,3.7,-1.2,-1.9
8,6e889cc0-2dce-4857-b696-0494dac88c66,529228,"February 26, 2026 / 12:22pm",,golf,putt,other,Putter - Spider Tour Silver Dbl Bend,/img/metric-thumbs/thumb-golf-other-putt.png,,0,0.52,0.33,0.84,1.6,2.1,5.4,1.8,2.9,3.4,-0.5,-1.7
9,403dabed-c1df-42d2-ba26-6e5e41a145d5,529228,"February 26, 2026 / 12:22pm",,golf,putt,other,Putter - Spider Tour Silver Dbl Bend,/img/metric-thumbs/thumb-golf-other-putt.png,,0,0.55,0.32,0.86,1.7,2.1,5.4,1.8,2.7,3.0,-0.3,-1.9
10,231596a3-7b7c-49a5-a7d9-0731d18b118e,529228,"February 26, 2026 / 12:22pm",,golf,putt,other,Putter - Spider Tour Silver Dbl Bend,/img/metric-thumbs/thumb-golf-other-putt.png,,0,0.61,0.28,0.89,2.2,2.1,5.8,0.1,3.4,2.6,0.9,-1.0
11,c3dd0c96-ac5a-4bce-a5b2-fba8e505e4b3,529228,"February 26, 2026 / 12:21pm",,golf,putt,other,Putter - Spider Tour Silver Dbl Bend,/img/metric-thumbs/thumb-golf-other-putt.png,,0,0.60,0.30,0.90,2.0,2.2,6.3,0.7,3.7,3.0,0.6,-1.0
12,0a89f21c-9101-46f2-b3df-41d69415ec73,529228,"February 26, 2026 / 12:21pm",,golf,putt,other,Putter - Spider Tour Silver Dbl Bend,/img/metric-thumbs/thumb-golf-other-putt.png,,0,0.59,0.28,0.87,2.1,2.1,5.5,0.3,2.5,2.2,0.3,-0.9
13,be6b6f72-f9f3-4cbe-bb3d-8c18671259a0,529228,"February 26, 2026 / 12:21pm",,golf,putt,other,Putter - Spider Tour Silver Dbl Bend,/img/metric-thumbs/thumb-golf-other-putt.png,,0,0.60,0.30,0.90,2.0,2.2,6.2,0.7,3.0,2.8,0.2,-1.2
14,a7a5f826-f061-4890-8f03-3b8999607074,529228,"February 26, 2026 / 12:21pm",,golf,putt,other,Putter - Spider Tour Silver Dbl Bend,/img/metric-thumbs/thumb-golf-other-putt.png,,0,0.54,0.28,0.82,1.9,2.2,5.5,0.7,2.9,3.6,-0.7,-0.7
15,0d0288e9-4ae0-4dac-bfed-b938fec369ba,529228,"February 26, 2026 / 12:20pm",,golf,putt,other,Putter - Spider Tour Silver Dbl Bend,/img/metric-thumbs/thumb-golf-other-putt.png,,0,0.55,0.30,0.85,1.8,2.4,6.0,1.2,3.1,3.1,0.0,-1.0
16,dd57f470-b152-45df-8a46-53542a78f205,529228,"February 26, 2026 / 12:20pm",,golf,putt,other,Putter - Spider Tour Silver Dbl Bend,/img/metric-thumbs/thumb-golf-other-putt.png,,0,0.55,0.28,0.83,2.0,2.3,5.3,1.5,2.6,2.1,0.5,-0.9
17,a1216c46-ae49-4f47-afe8-377e6af9d417,529228,"February 26, 2026 / 12:20pm",,golf,putt,other,Putter - Spider Tour Silver Dbl Bend,/img/metric-thumbs/thumb-golf-other-putt.png,,0,0.53,0.29,0.82,1.9,2.4,5.9,1.4,2.3,2.4,-0.1,-1.0
18,0c27f5e5-ffcd-4ad5-9b3b-91a558336369,529228,"February 26, 2026 / 12:19pm",,golf,putt,other,Putter - Spider Tour Silver Dbl Bend,/img/metric-thumbs/thumb-golf-other-putt.png,,0,0.59,0.31,0.90,1.9,2.2,5.8,1.4,3.0,2.5,0.5,-1.3
19,54c01214-629f-443d-9fed-54bc2c742bb4,529228,"February 26, 2026 / 12:19pm",,golf,putt,other,Putter - Spider Tour Silver Dbl Bend,/img/metric-thumbs/thumb-golf-other-putt.png,,0,0.59,0.29,0.88,2.1,2.3,5.9,1.9,3.2,2.6,0.6,-2.0
20,9553318f-35a6-4a46-a34c-bcbdcffe716b,529228,"February 26, 2026 / 12:19pm",,golf,putt,other,Putter - Spider Tour Silver Dbl Bend,/img/metric-thumbs/thumb-golf-other-putt.png,,0,0.53,0.28,0.81,1.9,2.4,5.6,1.2,2.7,2.8,-0.1,-1.5
21,5c4d2a57-e3fe-4934-b39f-5e51e2411ba3,529228,"February 26, 2026 / 12:18pm",,golf,putt,other,Putter - Spider Tour Silver Dbl Bend,/img/metric-thumbs/thumb-golf-other-putt.png,,0,0.54,0.29,0.83,1.8,2.3,5.2,2.0,2.2,1.5,0.7,-1.4
22,1fbb3ae5-853f-41c6-b13b-32ae7911c4f9,529228,"February 26, 2026 / 12:18pm",,golf,putt,other,Putter - Spider Tour Silver Dbl Bend,/img/metric-thumbs/thumb-golf-other-putt.png,,0,0.54,0.30,0.84,1.8,2.4,5.7,1.6,3.9,3.7,0.2,-1.0
23,da69418b-1cd0-4b36-940b-591d8eb31497,529228,"February 26, 2026 / 12:18pm",,golf,putt,other,Putter - Spider Tour Silver Dbl Bend,/img/metric-thumbs/thumb-golf-other-putt.png,,0,0.55,0.30,0.84,1.9,2.2,5.7,1.5,3.2,2.6,0.6,-1.5
24,6bbd1e23-8cbd-45d2-96e5-6a42b21d4123,529228,"February 26, 2026 / 12:17pm",,golf,putt,other,Putter - Spider Tour Silver Dbl Bend,/img/metric-thumbs/thumb-golf-other-putt.png,,0,0.63,0.33,0.96,1.9,2.2,5.9,1.7,2.3,2.2,0.1,-1.7
25,065e69fd-2576-469a-a265-a6b42cc629ab,529228,"February 26, 2026 / 12:16pm",,golf,putt,other,Putter - Spider Tour Silver Dbl Bend,/img/metric-thumbs/thumb-golf-other-putt.png,,0,0.60,0.33,0.93,1.8,2.3,6.2,1.0,2.2,2.5,-0.3,-0.6
26,00b0c132-a2bb-494a-a3d1-3b457c6e5615,529228,"February 26, 2026 / 12:15pm",,golf,putt,other,Putter - Spider Tour Silver Dbl Bend,/img/metric-thumbs/thumb-golf-other-putt.png,,0,0.70,0.33,1.03,2.1,2.1,5.8,1.5,2.6,2.2,0.4,-0.9
27,d76eca70-f568-48be-ac64-f72938c5af39,529228,"February 26, 2026 / 12:13pm",,golf,putt,other,Putter - Spider Tour Silver Dbl Bend,/img/metric-thumbs/thumb-golf-other-putt.png,,0,0.65,0.34,0.98,1.9,2.5,6.7,1.5,3.0,2.3,0.7,-0.9
28,efbe26f6-fcfb-42ec-9afd-0f578db7c159,529228,"February 26, 2026 / 12:13pm",,golf,putt,other,Putter - Spider Tour Silver Dbl Bend,/img/metric-thumbs/thumb-golf-other-putt.png,,0,0.63,0.32,0.95,2.0,2.3,6.1,1.5,3.0,2.3,0.7,-1.0
29,fec652c5-5ca3-4033-a486-fc09d263ef70,529228,"February 26, 2026 / 12:13pm",,golf,putt,other,Putter - Spider Tour Silver Dbl Bend,/img/metric-thumbs/thumb-golf-other-putt.png,,0,0.64,0.33,0.97,1.9,2.2,5.5,1.5,2.2,1.6,0.5,-1.0
30,c2867d36-e9e4-48ca-b589-7fa5371cbf94,529228,"February 26, 2026 / 12:12pm",,golf,putt,other,Putter - Spider Tour Silver Dbl Bend,/img/metric-thumbs/thumb-golf-other-putt.png,,0,0.61,0.36,0.97,1.7,2.2,5.9,2.2,2.4,1.8,0.6,-1.0
31,5f35ce9b-c76e-432f-9052-d07e8138c0ab,529228,"February 26, 2026 / 12:12pm",,golf,putt,other,Putter - Spider Tour Silver Dbl Bend,/img/metric-thumbs/thumb-golf-other-putt.png,,0,0.64,0.32,0.96,2.0,2.2,5.8,1.3,2.4,2.7,-0.3,-1.4
32,5c314bd1-b25f-406e-9870-9e9bf5745a2d,529228,"February 26, 2026 / 12:11pm",,golf,putt,other,Putter - Spider Tour Silver Dbl Bend,/img/metric-thumbs/thumb-golf-other-putt.png,,0,0.64,0.32,0.96,2.0,2.2,5.7,1.3,2.2,2.4,-0.2,-1.3
33,d61eac4f-5424-4531-8e33-d2406809b57e,529228,"February 26, 2026 / 12:11pm",,golf,putt,other,Putter - Spider Tour Silver Dbl Bend,/img/metric-thumbs/thumb-golf-other-putt.png,,0,0.61,0.32,0.93,1.9,2.2,5.6,1.0,2.3,2.4,-0.1,-0.6
34,78e4048d-0cd4-47f7-b9a6-793566e2a7b8,529228,"February 26, 2026 / 12:10pm",,golf,putt,other,Putter - Spider Tour Silver Dbl Bend,/img/metric-thumbs/thumb-golf-other-putt.png,,0,0.57,0.31,0.88,1.8,2.3,5.9,1.4,3.4,3.2,0.2,-1.0
35,352cab79-63d0-439d-a094-61306c053bbe,529228,"February 26, 2026 / 12:10pm",,golf,putt,other,Putter - Spider Tour Silver Dbl Bend,/img/metric-thumbs/thumb-golf-other-putt.png,,0,0.54,0.31,0.85,1.7,2.3,5.6,2.1,2.4,2.1,0.3,-1.0
36,e107682e-eb9d-4fb2-ba2e-1e1e6a8fb8eb,529228,"February 26, 2026 / 12:10pm",,golf,putt,other,Putter - Spider Tour Silver Dbl Bend,/img/metric-thumbs/thumb-golf-other-putt.png,,0,0.65,0.31,0.96,2.1,2.2,5.8,1.8,2.9,2.2,0.7,-0.9
37,b3917022-127f-4090-9a1b-939804f36acd,529228,"February 26, 2026 / 12:10pm",,golf,putt,other,Putter - Spider Tour Silver Dbl Bend,/img/metric-thumbs/thumb-golf-other-putt.png,,0,0.66,0.32,0.98,2.0,2.2,6.1,1.7,3.4,2.4,1.0,-1.4
38,82e48ceb-ae55-4c12-9182-2ebcb36b9cf8,529228,"February 26, 2026 / 12:09pm",,golf,putt,other,Putter - Spider Tour Silver Dbl Bend,/img/metric-thumbs/thumb-golf-other-putt.png,,0,0.59,0.30,0.89,2.0,2.3,5.8,1.2,2.5,2.6,-0.1,-1.1
39,aad7f36d-469f-4d18-8b77-17bb89a2b277,529228,"February 26, 2026 / 12:09pm",,golf,putt,other,Putter - Spider Tour Silver Dbl Bend,/img/metric-thumbs/thumb-golf-other-putt.png,,0,0.63,0.33,0.97,1.9,2.3,6.0,1.4,3.0,3.2,-0.2,-1.0
40,144fa3cd-a6d9-4006-ba3f-cdb5e763f382,529228,"February 26, 2026 / 12:08pm",,golf,putt,other,Putter - Spider Tour Silver Dbl Bend,/img/metric-thumbs/thumb-golf-other-putt.png,,0,0.55,0.33,0.87,1.7,2.2,5.4,1.9,2.2,2.8,-0.6,-1.0
41,18f242b2-69a7-4451-8dcb-daba0df8e3b0,529228,"February 26, 2026 / 12:08pm",,golf,putt,other,Putter - Spider Tour Silver Dbl Bend,/img/metric-thumbs/thumb-golf-other-putt.png,,0,0.53,0.31,0.84,1.7,2.4,5.6,1.8,3.3,3.4,-0.1,-0.7
42,0d5c79d3-72dd-42bf-868f-01fe0c673654,529228,"February 26, 2026 / 12:08pm",,golf,putt,other,Putter - Spider Tour Silver Dbl Bend,/img/metric-thumbs/thumb-golf-other-putt.png,,0,0.55,0.32,0.87,1.7,2.1,5.2,2.2,2.6,2.1,0.5,-0.9
43,7d3ae5d5-b469-4065-b154-59111693f937,529228,"February 26, 2026 / 12:08pm",,golf,putt,other,Putter - Spider Tour Silver Dbl Bend,/img/metric-thumbs/thumb-golf-other-putt.png,,0,0.56,0.33,0.88,1.7,2.3,5.8,2.5,2.5,2.6,-0.1,-0.6
44,a4f1dab2-1476-4932-9c06-fc298c2cb14c,529228,"February 26, 2026 / 12:07pm",,golf,putt,other,Putter - Spider Tour Silver Dbl Bend,/img/metric-thumbs/thumb-golf-other-putt.png,,0,0.56,0.32,0.87,1.7,2.3,5.6,1.9,3.2,3.5,-0.3,-1.0
45,bec78aa8-df84-49ed-bd08-14223b9cd8fb,529228,"February 26, 2026 / 12:07pm",,golf,putt,other,Putter - Spider Tour Silver Dbl Bend,/img/metric-thumbs/thumb-golf-other-putt.png,,0,0.58,0.32,0.90,1.8,2.3,5.9,2.1,2.6,2.6,0.0,-0.8
46,62a2dc2b-6424-402c-af50-4b92023ae13c,529228,"February 26, 2026 / 12:07pm",,golf,putt,other,Putter - Spider Tour Silver Dbl Bend,/img/metric-thumbs/thumb-golf-other-putt.png,,0,0.54,0.32,0.86,1.7,2.3,5.5,1.9,3.0,3.3,-0.3,-0.6
47,7d072c32-0ca9-4305-bd64-02a33551f27f,529228,"February 26, 2026 / 12:06pm",,golf,putt,other,Putter - Spider Tour Silver Dbl Bend,/img/metric-thumbs/thumb-golf-other-putt.png,,0,0.56,0.31,0.87,1.8,2.3,5.5,1.9,2.7,3.5,-0.8,-0.8
48,8ff75612-46ca-4ea1-ae80-491b29260e7d,529228,"February 26, 2026 / 12:06pm",,golf,putt,other,Putter - Spider Tour Silver Dbl Bend,/img/metric-thumbs/thumb-golf-other-putt.png,,0,0.56,0.33,0.90,1.7,2.3,5.6,2.5,2.6,2.2,0.4,-0.9
49,cd2519f3-ee09-4a0c-a570-8b3cab9656ae,529228,"February 26, 2026 / 12:06pm",,golf,putt,other,Putter - Spider Tour Silver Dbl Bend,/img/metric-thumbs/thumb-golf-other-putt.png,,0,0.57,0.33,0.89,1.7,2.2,5.2,1.9,2.3,2.4,-0.2,-0.9
50,2d58b8a9-079c-4560-a52e-d41279333c4f,529228,"February 26, 2026 / 12:05pm",,golf,putt,other,Putter - Spider Tour Silver Dbl Bend,/img/metric-thumbs/thumb-golf-other-putt.png,,0,0.58,0.32,0.90,1.8,2.3,5.3,2.2,1.9,1.9,0.0,-0.9
51,5d856f57-c8cd-4ec3-af84-1e60b45822f6,529228,"February 26, 2026 / 12:05pm",,golf,putt,other,Putter - Spider Tour Silver Dbl Bend,/img/metric-thumbs/thumb-golf-other-putt.png,,0,0.53,0.31,0.84,1.7,2.2,5.4,2.3,2.4,2.4,0.0,-1.0
52,28cb2361-42f0-46b7-baeb-665ea2eee4aa,529228,"February 26, 2026 / 12:05pm",,golf,putt,other,Putter - Spider Tour Silver Dbl Bend,/img/metric-thumbs/thumb-golf-other-putt.png,,0,0.61,0.30,0.91,2.0,2.2,5.6,1.0,2.9,2.5,0.4,-0.8
53,130e1279-1601-4ef4-a70a-d80069e186f7,529228,"February 26, 2026 / 12:05pm",,golf,putt,other,Putter - Spider Tour Silver Dbl Bend,/img/metric-thumbs/thumb-golf-other-putt.png,,0,0.58,0.31,0.90,1.9,2.4,6.0,1.4,3.2,3.3,-0.1,-1.1
54,131e8464-8c3a-4564-a957-ac30ef0306fb,529228,"February 26, 2026 / 12:04pm",,golf,putt,other,Putter - Spider Tour Silver Dbl Bend,/img/metric-thumbs/thumb-golf-other-putt.png,,0,0.60,0.31,0.91,2.0,2.3,5.8,0.8,3.4,2.6,0.7,-1.6
55,5590c70c-9e7c-4d7d-8ced-2b095b4cfaf7,529228,"February 26, 2026 / 12:04pm",,golf,putt,other,Putter - Spider Tour Silver Dbl Bend,/img/metric-thumbs/thumb-golf-other-putt.png,,0,0.59,0.31,0.90,1.9,2.3,5.9,0.8,3.0,3.4,-0.4,-1.1
56,268efbb1-0acc-45fb-9814-f99b046c1b16,529228,"February 26, 2026 / 12:04pm",,golf,putt,other,Putter - Spider Tour Silver Dbl Bend,/img/metric-thumbs/thumb-golf-other-putt.png,,0,0.64,0.34,0.98,1.9,2.2,5.5,1.4,3.1,2.1,1.0,-1.2
57,0c9bea50-a33f-4ee1-a13d-89bf016205e9,529228,"February 26, 2026 / 12:04pm",,golf,putt,other,Putter - Spider Tour Silver Dbl Bend,/img/metric-thumbs/thumb-golf-other-putt.png,,0,0.62,0.32,0.94,1.9,2.4,5.8,1.4,3.3,2.6,0.7,-1.0
58,98818864-c931-48e1-b1b1-ddcbcc80ebd0,529228,"February 26, 2026 / 12:03pm",,golf,putt,other,Putter - Spider Tour Silver Dbl Bend,/img/metric-thumbs/thumb-golf-other-putt.png,,0,0.59,0.32,0.90,1.8,2.3,5.8,1.3,2.6,2.9,-0.2,-0.9
59,ec0d1fb4-0e2d-472a-a2f0-2f4e9ac75200,529228,"February 26, 2026 / 12:03pm",,golf,putt,other,Putter - Spider Tour Silver Dbl Bend,/img/metric-thumbs/thumb-golf-other-putt.png,,0,0.59,0.37,0.96,1.6,2.3,5.8,2.2,2.3,0.9,1.4,-1.7
60,af7c1ade-3c61-43b3-99e9-bda46e7d8a19,529228,"February 26, 2026 / 12:03pm",,golf,putt,other,Putter - Spider Tour Silver Dbl Bend,/img/metric-thumbs/thumb-golf-other-putt.png,,0,0.60,0.34,0.94,1.7,2.2,5.6,1.5,2.8,2.0,0.8,-1.5
61,4d0dc443-1719-4216-aa57-332451ffbc79,529228,"February 26, 2026 / 12:02pm",,golf,putt,other,Putter - Spider Tour Silver Dbl Bend,/img/metric-thumbs/thumb-golf-other-putt.png,,0,0.63,0.34,0.98,1.8,2.3,5.8,1.5,2.7,2.7,0.0,-0.7
62,91e5d5ee-0831-4ae6-a313-f672fedc20b3,529228,"February 26, 2026 / 12:02pm",,golf,putt,other,Putter - Spider Tour Silver Dbl Bend,/img/metric-thumbs/thumb-golf-other-putt.png,,0,0.64,0.31,0.95,2.1,2.4,6.1,1.5,3.0,2.5,0.5,-1.3
63,f5e2f917-904f-4aa7-ae51-2f84e9239bcd,529228,"February 26, 2026 / 12:01pm",,golf,putt,other,Putter - Spider Tour Silver Dbl Bend,/img/metric-thumbs/thumb-golf-other-putt.png,,0,0.62,0.31,0.93,2.0,2.3,5.9,1.0,2.8,2.6,0.2,-0.6
64,a9f3e3c6-6963-4320-a4e0-95c313eda232,529228,"February 26, 2026 / 12:01pm",,golf,putt,other,Putter - Spider Tour Silver Dbl Bend,/img/metric-thumbs/thumb-golf-other-putt.png,,0,0.56,0.29,0.84,1.9,2.4,6.0,1.9,3.1,1.4,1.7,-1.3
65,fcb726d1-9c61-4621-bf13-6ad16b536e85,529228,"February 26, 2026 / 12:00pm",,golf,putt,other,Putter - Spider Tour Silver Dbl Bend,/img/metric-thumbs/thumb-golf-other-putt.png,,0,0.54,0.29,0.83,1.8,2.3,5.2,1.6,2.6,1.6,1.0,-1.0
66,90c08a5b-00c1-4d2c-b322-5e4c47361399,529228,"February 26, 2026 / 12:00pm",,golf,putt,other,Putter - Spider Tour Silver Dbl Bend,/img/metric-thumbs/thumb-golf-other-putt.png,,0,0.55,0.30,0.85,1.8,2.3,6.1,1.3,3.6,2.9,0.7,-0.8
67,90b1e79d-ea55-4b39-bff8-07747f8c619d,529228,"February 26, 2026 / 11:16am",,golf,putt,other,Putter - Spider Tour Silver Dbl Bend,/img/metric-thumbs/thumb-golf-other-putt.png,,0,0.53,0.31,0.84,1.7,2.3,5.9,0.3,2.9,2.9,0.0,-0.8
68,94a0663e-d37e-4ddb-ad86-0b64084ee5c9,529228,"February 26, 2026 / 11:15am",,golf,putt,other,Putter - Spider Tour Silver Dbl Bend,/img/metric-thumbs/thumb-golf-other-putt.png,,0,0.62,0.33,0.95,1.9,2.1,5.8,0.9,1.6,1.3,0.3,-0.8
69,8b98906c-0cd5-46e3-9bfe-52629d66d8fc,529228,"February 26, 2026 / 11:15am",,golf,putt,other,Putter - Spider Tour Silver Dbl Bend,/img/metric-thumbs/thumb-golf-other-putt.png,,0,0.58,0.31,0.89,1.9,2.1,5.5,1.5,2.4,0.7,1.6,-1.3
70,65c686cb-deb7-480d-9706-740303ecd406,529228,"February 26, 2026 / 11:14am",,golf,putt,other,Putter - Spider Tour Silver Dbl Bend,/img/metric-thumbs/thumb-golf-other-putt.png,,0,0.57,0.31,0.88,1.9,2.1,5.7,1.7,2.2,0.9,1.3,-1.1
71,d8626b6f-3b1e-4ddf-b6cc-5ba93382d025,529228,"February 26, 2026 / 11:14am",,golf,putt,other,Putter - Spider Tour Silver Dbl Bend,/img/metric-thumbs/thumb-golf-other-putt.png,,0,0.63,0.32,0.94,2.0,2.2,5.6,1.1,2.2,0.7,1.5,-1.2
72,3e3ac835-5309-4898-8b2b-d5a48f3a5333,529228,"February 26, 2026 / 11:14am",,golf,putt,other,Putter - Spider Tour Silver Dbl Bend,/img/metric-thumbs/thumb-golf-other-putt.png,,0,0.58,0.32,0.90,1.8,2.2,6.7,0.6,3.0,1.8,1.2,-1.5
73,18bce55f-5e50-4242-ba94-e8e3452ad30c,529228,"February 26, 2026 / 11:14am",,golf,putt,other,Putter - Spider Tour Silver Dbl Bend,/img/metric-thumbs/thumb-golf-other-putt.png,,0,0.63,0.31,0.94,2.0,2.2,6.4,0.8,2.9,0.9,2.1,-0.9
74,04e1f6e2-0472-4552-8f4d-0bfc2b6b682e,529228,"February 26, 2026 / 11:13am",,golf,putt,other,Putter - Spider Tour Silver Dbl Bend,/img/metric-thumbs/thumb-golf-other-putt.png,,0,0.62,0.29,0.90,2.2,2.1,5.7,0.8,3.5,1.4,2.1,-0.9
75,72622f5c-02c1-4625-9a47-3c15efb08436,529228,"February 26, 2026 / 11:13am",,golf,putt,other,Putter - Spider Tour Silver Dbl Bend,/img/metric-thumbs/thumb-golf-other-putt.png,,0,0.60,0.30,0.90,2.0,2.2,5.9,0.6,2.7,1.0,1.8,-1.0
76,c16ca0b9-90d3-4940-b895-3aff3d4101a2,529228,"February 26, 2026 / 11:12am",,golf,putt,other,Putter - Spider Tour Silver Dbl Bend,/img/metric-thumbs/thumb-golf-other-putt.png,,0,0.63,0.31,0.94,2.0,2.2,5.8,1.8,2.5,0.9,1.5,-1.1
77,0aeb9e33-61ef-4c53-b6ff-27f13ddb600f,529228,"February 26, 2026 / 11:12am",,golf,putt,other,Putter - Spider Tour Silver Dbl Bend,/img/metric-thumbs/thumb-golf-other-putt.png,,0,0.62,0.31,0.93,2.0,2.2,5.7,1.1,2.6,2.0,0.6,-0.9
78,c7c3d182-c712-40e9-96e0-3c4dd68402a2,529228,"February 26, 2026 / 11:12am",,golf,putt,other,Putter - Spider Tour Silver Dbl Bend,/img/metric-thumbs/thumb-golf-other-putt.png,,0,0.58,0.28,0.86,2.0,2.2,5.2,1.6,2.0,0.7,1.3,-1.2
79,b6be5973-b927-4eb5-a1b1-ad8fcf790232,529228,"February 26, 2026 / 11:11am",,golf,putt,other,Putter - Spider Tour Silver Dbl Bend,/img/metric-thumbs/thumb-golf-other-putt.png,,0,0.59,0.29,0.88,2.0,2.3,5.6,1.6,2.3,2.0,0.3,-0.9
80,e5792d4b-05cc-47ea-bd1b-a2de0c87b868,529228,"February 26, 2026 / 11:11am",,golf,putt,other,Putter - Spider Tour Silver Dbl Bend,/img/metric-thumbs/thumb-golf-other-putt.png,,0,0.51,0.24,0.76,2.1,2.2,4.2,1.3,2.1,1.0,1.1,-1.1
81,38e27de8-b546-41a4-ac29-a76b14552506,529228,"February 26, 2026 / 11:10am",,golf,putt,other,Putter - Spider Tour Silver Dbl Bend,/img/metric-thumbs/thumb-golf-other-putt.png,,0,0.64,0.31,0.95,2.0,2.2,5.3,2.0,2.0,1.5,0.5,-1.4
82,cd5a8ec8-a3fd-4908-b90d-a9e58d645318,529228,"February 26, 2026 / 11:10am",,golf,putt,other,Putter - Spider Tour Silver Dbl Bend,/img/metric-thumbs/thumb-golf-other-putt.png,,0,0.60,0.31,0.91,2.0,2.0,5.0,2.0,2.9,1.7,1.2,-1.1
83,dab8ea67-ccac-4714-9015-6bac75521206,529228,"February 26, 2026 / 10:55am",,golf,putt,other,Putter - Spider Tour Silver Dbl Bend,/img/metric-thumbs/thumb-golf-other-putt.png,,0,0.55,0.30,0.86,1.8,2.3,5.9,1.3,2.6,1.5,1.1,-1.0
